client_recieve_time,card_id,id,topic,raw,column,row
2025-08-13 05:39:55.486,697b,60,/row/6/column/1/id/60/reader/response,03030c03843d3c47697b0100000000b2d8,1,6
2025-08-13 05:39:55.518,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:55.522,697b,73,/row/7/column/2/id/73/reader/response,03030c03843d3c47697b0100000000b2d8,2,7
2025-08-13 05:39:55.638,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:55.644,697b,84,/row/8/column/1/id/84/reader/response,03030c03843d3c47697b0100000000b2d8,1,8
2025-08-13 05:39:55.669,697b,60,/row/6/column/1/id/60/reader/response,03030c03843d3c47697b0100000000b2d8,1,6
2025-08-13 05:39:55.742,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:55.851,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:55.857,697b,60,/row/6/column/1/id/60/reader/response,03030c03843d3c47697b0100000000b2d8,1,6
2025-08-13 05:39:55.955,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:55.959,697b,60,/row/6/column/1/id/60/reader/response,03030c03843d3c47697b0100000000b2d8,1,6
2025-08-13 05:39:56.059,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:56.063,697b,60,/row/6/column/1/id/60/reader/response,03030c03843d3c47697b0100000000b2d8,1,6
2025-08-13 05:39:56.163,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
2025-08-13 05:39:56.167,697b,60,/row/6/column/1/id/60/reader/response,03030c03843d3c47697b0100000000b2d8,1,6
2025-08-13 05:39:56.267,697b,72,/row/7/column/1/id/72/reader/response,03030c03843d3c47697b0100000000b2d8,1,7
